drug1;object;drug2;precipitant;certainty;contraindication;dateAnnotated;ddiPkEffect;ddiPkMechanism;effectConcept;homepage;label;numericVal;objectUri;pathway;precaution;precipUri;severity;uri;whoAnnotated;source;ddiType;evidence;evidenceSource;evidenceStatement;researchStatementLabel;researchStatement
http://bio2rdf.org/drugbank:DB01590;Everolimus;http://bio2rdf.org/drugbank:DB01167;Itraconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01600;Tiaprofenic_acid;http://bio2rdf.org/drugbank:DB01418;Acenocoumarol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01611;Hydroxychloroquine;http://bio2rdf.org/drugbank:DB06697;Artemether;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01211;Clarithromycin;http://bio2rdf.org/drugbank:DB00862;Vardenafil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01211;Clarithromycin;http://bio2rdf.org/drugbank:DB00661;Verapamil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01241;Gemfibrozil;http://bio2rdf.org/drugbank:DB00641;Simvastatin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01346;Quinidine_barbiturate;http://bio2rdf.org/drugbank:DB00289;Atomoxetine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01359;Penbutolol;http://bio2rdf.org/drugbank:DB00277;Theophylline;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01378;Magnesium;http://bio2rdf.org/drugbank:DB00884;Risedronate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01063;Acetophenazine;http://bio2rdf.org/drugbank:DB00342;Terfenadine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01075;Diphenhydramine;http://bio2rdf.org/drugbank:DB00209;Trospium;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01115;Nifedipine;http://bio2rdf.org/drugbank:DB00382;Tacrine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01118;Amiodarone;http://bio2rdf.org/drugbank:DB00220;Nelfinavir;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01143;Amifostine;http://bio2rdf.org/drugbank:DB01021;Trichlormethiazide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01198;Zopiclone;http://bio2rdf.org/drugbank:DB00619;Imatinib;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00977;Ethinyl_Estradiol;http://bio2rdf.org/drugbank:DB01353;Butethal;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00993;Azathioprine;http://bio2rdf.org/drugbank:DB01135;Doxacurium_chloride;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01016;Glyburide;http://bio2rdf.org/drugbank:DB00489;Sotalol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01021;Trichlormethiazide;http://bio2rdf.org/drugbank:DB00390;Digoxin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01044;Gatifloxacin;http://bio2rdf.org/drugbank:DB00246;Ziprasidone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01058;Praziquantel;http://bio2rdf.org/drugbank:DB01045;Rifampicin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00906;Tiagabine;http://bio2rdf.org/drugbank:DB00358;Mefloquine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00918;Almotriptan;http://bio2rdf.org/drugbank:DB00656;Trazodone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00932;Tipranavir;http://bio2rdf.org/drugbank:DB01244;Bepridil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00933;Mesoridazine;http://bio2rdf.org/drugbank:DB00908;Quinidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00938;Salmeterol;http://bio2rdf.org/drugbank:DB00960;Pindolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00951;Isoniazid;http://bio2rdf.org/drugbank:DB00454;Pethidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00738;Pentamidine;http://bio2rdf.org/drugbank:DB08920;Zuclopenthixol_decanoate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00777;Propiomazine;http://bio2rdf.org/drugbank:DB00604;Cisapride;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00843;Donepezil;http://bio2rdf.org/drugbank:DB00719;Azatadine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00850;Perphenazine;http://bio2rdf.org/drugbank:DB00857;Terbinafine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00864;Tacrolimus;http://bio2rdf.org/drugbank:DB01268;Sunitinib;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00884;Risedronate;http://bio2rdf.org/drugbank:DB00893;Iron_Dextran;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00669;Sumatriptan;http://bio2rdf.org/drugbank:DB00752;Tranylcypromine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00673;Aprepitant;http://bio2rdf.org/drugbank:DB01181;Ifosfamide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00674;Galantamine;http://bio2rdf.org/drugbank:DB00747;Scopolamine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00682;Warfarin;http://bio2rdf.org/drugbank:DB00241;Butalbital;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00715;Paroxetine;http://bio2rdf.org/drugbank:DB01171;Moclobemide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00715;Paroxetine;http://bio2rdf.org/drugbank:DB00397;Phenylpropanolamine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00544;Fluorouracil;http://bio2rdf.org/drugbank:DB00532;Mephenytoin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00559;Bosentan;http://bio2rdf.org/drugbank:DB05294;Vandetanib;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00563;Methotrexate;http://bio2rdf.org/drugbank:DB02443;Methicillin_Acyl-Serine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00563;Methotrexate;http://bio2rdf.org/drugbank:DB00417;Penicillin_V;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00594;Amiloride;http://bio2rdf.org/drugbank:DB00722;Lisinopril;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00651;Dyphylline;http://bio2rdf.org/drugbank:DB00008;Peginterferon_alfa-2a;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00390;Digoxin;http://bio2rdf.org/drugbank:DB01136;Carvedilol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00390;Digoxin;http://bio2rdf.org/drugbank:DB00774;Hydroflumethiazide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00397;Phenylpropanolamine;http://bio2rdf.org/drugbank:DB00902;Methdilazine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00427;Triprolidine;http://bio2rdf.org/drugbank:DB00921;Buprenorphine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00502;Haloperidol;http://bio2rdf.org/drugbank:DB02546;Vorinostat;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00503;Ritonavir;http://bio2rdf.org/drugbank:DB08920;Zuclopenthixol_decanoate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00313;Valproic_Acid;http://bio2rdf.org/drugbank:DB01045;Rifampicin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00363;Clozapine;http://bio2rdf.org/drugbank:DB00537;Ciprofloxacin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00365;Grepafloxacin;http://bio2rdf.org/drugbank:DB00344;Protriptyline;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00368;Norepinephrine;http://bio2rdf.org/drugbank:DB01242;Clomipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00370;Mirtazapine;http://bio2rdf.org/drugbank:DB00857;Terbinafine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00382;Tacrine;http://bio2rdf.org/drugbank:DB01115;Nifedipine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00227;Lovastatin;http://bio2rdf.org/drugbank:DB00615;Rifabutin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00243;Ranolazine;http://bio2rdf.org/drugbank:DB01118;Amiodarone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00248;Cabergoline;http://bio2rdf.org/drugbank:DB00726;Trimipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00252;Phenytoin;http://bio2rdf.org/drugbank:DB01254;Dasatinib;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00252;Phenytoin;http://bio2rdf.org/drugbank:DB01601;Lopinavir;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00258;Calcium_Acetate;http://bio2rdf.org/drugbank:DB00618;Demeclocycline;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00031;Tenecteplase;http://bio2rdf.org/drugbank:DB01404;Ginseng;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00073;Rituximab;http://bio2rdf.org/drugbank:DB00839;Tolazamide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00091;Cyclosporine;http://bio2rdf.org/drugbank:DB01582;Sulfamethazine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00091;Cyclosporine;http://bio2rdf.org/drugbank:DB00894;Testolactone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00176;Fluvoxamine;http://bio2rdf.org/drugbank:DB00382;Tacrine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00208;Ticlopidine;http://bio2rdf.org/drugbank:DB00395;Carisoprodol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB05039;Indacaterol;http://bio2rdf.org/drugbank:DB01151;Desipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB06210;Eltrombopag;http://bio2rdf.org/drugbank:DB00861;Diflunisal;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB06643;Denosumab;http://bio2rdf.org/drugbank:DB06813;Pralatrexate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01398;Salicylate-sodium;http://bio2rdf.org/drugbank:DB00687;Fludrocortisone;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01399;Salsalate;http://bio2rdf.org/drugbank:DB01016;Glyburide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01418;Acenocoumarol;http://bio2rdf.org/drugbank:DB00863;Ranitidine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01599;Probucol;http://bio2rdf.org/drugbank:DB02546;Vorinostat;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01600;Tiaprofenic_acid;http://bio2rdf.org/drugbank:DB00642;Pemetrexed;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01623;Thiothixene;http://bio2rdf.org/drugbank:DB00199;Erythromycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01268;Sunitinib;http://bio2rdf.org/drugbank:DB00615;Rifabutin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01319;Fosamprenavir;http://bio2rdf.org/drugbank:DB00675;Tamoxifen;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01337;Pancuronium;http://bio2rdf.org/drugbank:DB01111;Colistimethate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01349;Tasosartan;http://bio2rdf.org/drugbank:DB01345;Potassium;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01394;Colchicine;http://bio2rdf.org/drugbank:DB01095;Fluvastatin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01395;Drospirenone;http://bio2rdf.org/drugbank:DB00966;Telmisartan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01156;Bupropion;http://bio2rdf.org/drugbank:DB00091;Cyclosporine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01175;Escitalopram;http://bio2rdf.org/drugbank:DB00216;Eletriptan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01226;Mivacurium;http://bio2rdf.org/drugbank:DB00252;Phenytoin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01232;Saquinavir;http://bio2rdf.org/drugbank:DB01036;Tolterodine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01246;Alimemazine;http://bio2rdf.org/drugbank:DB00342;Terfenadine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01259;Lapatinib;http://bio2rdf.org/drugbank:DB06414;Etravirine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01059;Norfloxacin;http://bio2rdf.org/drugbank:DB08919;Zuclopenthixol_acetate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01072;Atazanavir;http://bio2rdf.org/drugbank:DB00448;Lansoprazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01104;Sertraline;http://bio2rdf.org/drugbank:DB01320;Fosphenytoin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01125;Anisindione;http://bio2rdf.org/drugbank:DB00544;Fluorouracil;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01137;Levofloxacin;http://bio2rdf.org/drugbank:DB00199;Erythromycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01149;Nefazodone;http://bio2rdf.org/drugbank:DB00641;Simvastatin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00968;Methyldopa;http://bio2rdf.org/drugbank:DB00521;Carteolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01001;Salbutamol;http://bio2rdf.org/drugbank:DB00335;Atenolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01009;Ketoprofen;http://bio2rdf.org/drugbank:DB00176;Fluvoxamine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01015;Sulfamethoxazole;http://bio2rdf.org/drugbank:DB00672;Chlorpropamide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01020;Isosorbide_Mononitrate;http://bio2rdf.org/drugbank:DB00976;Telithromycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB01049;Ergoloid_mesylate;http://bio2rdf.org/drugbank:DB00726;Trimipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00841;Dobutamine;http://bio2rdf.org/drugbank:DB00968;Methyldopa;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00860;Prednisolone;http://bio2rdf.org/drugbank:DB01397;Magnesium_salicylate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00912;Repaglinide;http://bio2rdf.org/drugbank:DB01203;Nadolol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00932;Tipranavir;http://bio2rdf.org/drugbank:DB01390;Sodium_bicarbonate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00952;Naratriptan;http://bio2rdf.org/drugbank:DB00715;Paroxetine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00959;Methylprednisolone;http://bio2rdf.org/drugbank:DB00864;Tacrolimus;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00705;Delavirdine;http://bio2rdf.org/drugbank:DB01624;Zuclopenthixol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00726;Trimipramine;http://bio2rdf.org/drugbank:DB00308;Ibutilide;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00754;Ethotoin;http://bio2rdf.org/drugbank:DB00783;Estradiol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00780;Phenelzine;http://bio2rdf.org/drugbank:DB00458;Imipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00820;Tadalafil;http://bio2rdf.org/drugbank:DB00872;Conivaptan;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00822;Disulfiram;http://bio2rdf.org/drugbank:DB00266;Dicoumarol;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00682;Warfarin;http://bio2rdf.org/drugbank:DB00316;Acetaminophen;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00682;Warfarin;http://bio2rdf.org/drugbank:DB00749;Etodolac;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00684;Tobramycin;http://bio2rdf.org/drugbank:DB00722;Lisinopril;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00687;Fludrocortisone;http://bio2rdf.org/drugbank:DB01398;Salicylate-sodium;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00696;Ergotamine;http://bio2rdf.org/drugbank:DB01211;Clarithromycin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00701;Amprenavir;http://bio2rdf.org/drugbank:DB00829;Diazepam;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00618;Demeclocycline;http://bio2rdf.org/drugbank:DB00948;Mezlocillin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00628;Clorazepate;http://bio2rdf.org/drugbank:DB00224;Indinavir;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00656;Trazodone;http://bio2rdf.org/drugbank:DB01151;Desipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00673;Aprepitant;http://bio2rdf.org/drugbank:DB00252;Phenytoin;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00675;Tamoxifen;http://bio2rdf.org/drugbank:DB01026;Ketoconazole;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00679;Thioridazine;http://bio2rdf.org/drugbank:DB00989;Rivastigmine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00582;Voriconazole;http://bio2rdf.org/drugbank:DB01151;Desipramine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00582;Voriconazole;http://bio2rdf.org/drugbank:DB00322;Floxuridine;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
http://bio2rdf.org/drugbank:DB00582;Voriconazole;http://bio2rdf.org/drugbank:DB01020;Isosorbide_Mononitrate;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;Drugbank;None;None;None;None;None;None
